id,operator
5026,Autohaus Vögler GmbH
5027,Team Pilz GmbH
5028,Christian Raabe
5029,Robin Kumpf
5030,Energieversorgung Rodau GmbH
5031,Wiercimok Grundstücks Gbr
5032,Aktobis AG
5033,Funpark Rodgau
5034,Chargeforce GmbH & CO. KG
5035,Harald Glück
5036,Thomas Seibel
5037,Güven Döner GmbH
5038,Autohaus Brass Vertriebs GmbH & Co. KG
5039,Nephrologicum Heusenstamm-Seligenstadt MVZ GmbH
5040,AC Service GmbH & Co. KG
5041,Stadtwerke Mühlheim am Main GmbH
5042,Torsten Lodderstedt
5043,Kerstin Gerlach
5044,greem Shop Langen - Einzelunternehmer
5045,Stadtwerke Neu-Isenburg GmbH
5046,Sparkassenversicherung Dario Palumbo
5047,Daniel Mancini
5048,Stefan Schempp
5049,Tarnow-Stegbauer Autohaus GmbH
5050,Stadtwerke Dreieich GmbH
5051,Florian Kubisch
5052,Andreas Schmehl
5053,Thomas Kühnl
5054,Autohaus Janko oHG
5055,delta pronatura Dr. Krauss & Dr. Beckmann KG
5056,Qualirent Vermietungs GmbH
5057,Claus Peter Dunkel
5058,Matthias Kremser
5059,Steffi Keschke
5060,Hotel BalthazarS
5061,Vita Nova
5062,Aktive Facility Management GmbH
5063,National-Transport-Service GmbH
5064,Stephan Rudolph
5065,Adrian Tischer
5066,ROSA Medical AG & Co. KG
5067,St. Josefs Hospital Rheingau
5068,Benjamin Bitz
5069,Rader Solartechnik
5070,Hofgut Georgenthal GmbH & Co. KG
5071,Patrick Fischer Solar (Einzelunternehmung)
5072,Auto Zeh GmbH
5073,"Haus Neugebauer, Hotel Garni, Einzelunternehmen"
5074,Melanie  Gehm
5075,Burkhard Kirdorf
5076,Häusliche Krankenpflege Gernot Bäumler GmbH
5077,ADIOS Hausmeister
5078,Breuer-Hadwiger Hotelbetriebs GmbH & Co. KG
5079,Peter Jani
5080,Gemeinde Kiedrich (Gebietskörperschaft)
5081,DIWA-Finanz.de
5082,perpuls automobile GmbH
5083,Dirk Walther
5084,Erbengemeinschaft Lieselotte und Achim Bücher
5085,Stefanie und Hauke Deckarm GbR
5086,Magistrat der Stadt Melsungen - Körperschaft öffentlichen Rechts
5087,Magistrat der Stadt Spangenberg
5088,Architekt und Energieberater
5089,Stadt Niedenstein
5090,Dr. Schumacher GmbH
5091,Kobert-Goods UG
5092,Roland Gaber
5093,Kreisausschuss des Schwalm-Eder-Kreises
5094,Ralf Schild
5095,Autohaus Range GmbH
5096,Agentur für Deutsche Vermögensberatung
5097,Range GmbH
5098,Timo Rose
5099,Magistrat der Stadt Homberg (Efze)
5100,kbg Homberg eG
5101,Landhaus Beisetal Andreas Crone & Silke Römer-Crone
5102,Schuhhaus Heinmüller
5103,Hotel Sonneck
5104,Alexander Hantke
5105,Johannes Hühner
5106,Magistrat der Stadt Schwalmstadt
5107,Gemeindevorstand des Marktfleckens Frielendorf
5108,Frank Rienau
5109,Markus Reiß
5110,Farbrausch.net
5111,Parkhotel zu Stern GmbH & Co. KG
5112,Bernhard Christ
5113,Autohaus Kratz
5114,Thomas Kotman
5115,Nicole Schott
5116,APS IT- und Websolutions Einzelunternehmen
5117,Magistrat der Stadt Schlitz
5118,Autohaus Hartmann GmbH
5119,Stadt Alsfeld
5120,Hans-Georg Ehrhardt-Gerst
5121,David Dippell
5122,Villa Raab GmbH 6 co. KG
5123,Stadtwerke Lauterbach GmbH
5124,Autohaus Rausch GmbH
5125,Dressurpferde Rassmann GmbH
5126,Werner und Volker Appel GbRs
5127,Autohaus am Stausee GmbH
5128,Holzverstromungsanlage Diemelstadt
5129,Eckhard Kunau
5130,Sören Kaufmann
5131,Tim Henze
5132,Alban Nezmi
5133,Autohaus Arnold GmbH & Co KG
5134,Continental Reifen Deutschland GmbH
5135,Hotel Werbetal
5136,Arne Waterfeld
5137,BBL Biomasse und Brennstofflogistik GmbH
5138,Stefan Döbber
5139,Engelhardt PV Gewerbe
5140,"Autohaus Backhaus, Inh. Chr. Backhaus"
5141,EnergieGesellschaft Frankenberg mbH
5142,Witosa GmbH
5143,Kunststofftechnik Glittenberg GmbH
5144,EDEKA Welker
5145,Friedrich Hoffmann GmbH & Co. KG
5146,Elektro-Sonnenschein
5147,Kurt Bertholdt
5148,e-RAST.de Solarstrom-Tankstelle Wickenrode
5149,Schellhase-Fesch
5150,Farbenhaus Pflüger
5151,Andreas Nink
5152,Timm Lauterbach
5153,Autohaus Horn GmbH & Co. KG
5154,Hagebau Werrazentrum GmbH & Co. KG
5155,Stadtwerke Bad Sooden-Allendorf (Eigenbetrieb der Stadt)
5156,Sascha  Mengel
5157,"Stadtwerke Bad Sooden-Allendorf, Eigenbetrieb"
5158,Tim Korschuch
5159,Enders Automobile + Service GmbH & Co. KG
5160,Autohaus am Brückentor GmbH & Co. KG
5161,Stadtwerke Eschwege GmbH
5162,Martin Hesse
5163,Holger Klöpfel
5164,E-Werk Wanfried von Scharfenberg GmbH & Co. KG
5165,Stefan Junge
5166,"Autohaus Schäfer, Inh. Philipp Schäfer e.K."
5167,Stadtwerke Bad Nauheim GmbH
5168,Sascha Ernst
5169,Thomas Farrenkopf
5170,Auto Bödeker GmbH
5171,SHS Lochbleche Butzbach GmbH
5172,Stadtwerke Bad Vilbel GmbH
5173,"Oliver Quast, Kleinunternehmen"
5174,Autohaus Bredler GmbH & Co. KG
5175,Gerhard Wönicker
5176,Jens Kazmierczak
5177,Ralf Messer
5178,Robin Wönicker
5179,1A Ladetechnik GmbH
5180,Hotel Luxstay Quellenhof
5181,Auto Fischer e.K.
5182,KR GROUP GmbH
5183,Marc  Engelhardt
5184,Darius Shafiei
5185,Vahe Avanesian Farid
5186,Restaurant Mosel
5187,Stefan Frey
5188,benjamin bessler
5189,Harald Schneider
5190,Hansheinrich Hess GmbH
5191,Benjamin Bessler
5192,Bernd Schmidt
5193,Quantum Kino GmbH
5194,Mathias Göbel Finanzdienstleistung
5195,Anja Ziener
5196,Johannes Hahn
5197,Michael  Eifert
5198,Wagner eCommerce Group GmbH
5199,Golfplatz Altenstadt GmbH & Co. KG
5200,Niklas  Behl
5201,Jörg Braun
5202,T.D Dienstleistungen
5203,FACHPLANUNG-DACH GmbH
5204,Fabian Schildt
5205,Stadtwerke Rostock AG
5206,Stadtperle-Rostock
5207,WIR
5208,Tobias Wolf
5209,Gusti Leder GmbH
5210,MIR Solutions GmbH
5211,Wohnungsgenossenschaft Warnow-Rostock Warnemünde eG
5212,abc Bau ausbildungscentrum der Bauwirtschaft MV GmbH
5213,abc Bau Ausbildungscentrum der Bauwirtschaft Mecklenburg-Vorpommern GmbH
5214,"Kliewer [teilöffentlich, nur für Kunden]"
5215,NBH Betriebsgesellschaft mbH
5216,Wohnungsgenossenschaft Warnow Rostock-Warnemünde eG
5217,ZMVZ Warnemünde GmbH
5218,Hotel Ostseeland - Alexander Soyk e.K.
5219,Hotel NEPTUN Betriebsgesellschaft mbH
5220,Autohaus Rostock Ost GmbH
5221,Strandresort Warnemünde-Markgrafenheide
5222,Ferdinand Schultz Nachfolger Autohaus GmbH & Co.KG
5223,Stromkontor Rostock Port GmbH
5224,"Felix Wigger, Einzelunternehmen"
5225,Hugo Pfohe GmbH
5226,Der Bilig-Markt Pampow Ges. f Handel mit Sopo mbh
5227,STERNAUTO
5228,Engel
5229,Petra Klinner
5230,SF Solar GbR
5231,Fine Food Feinkost Mühlenberg GmbH & Co KG
5232,Ekkehard Detenhoff
5233,Pension Ratskeller
5234,Maik Nowak
5235,Lother GmbH
5236,Arztpraxis
5237,VersorgungsBetriebe Elbe GmbH
5238,Enrico Scharfenberg
5239,Stadtwerke Parchim GmbH
5240,Stadtwerke Ludwigslust-Grabow GmbH
5241,FAHRZEUGFEDERN GMBH Mecklenburg
5242,Autohaus Wulf GmbH & Co. KG
5243,Wilhelm Hoyer B.V. & Co.KG
5244,Autohaus Norbert Stang e. K.
5245,ASP Aufbau Service Petersen GmbH
5246,Gebr. Ahnefeld GmbH & Co. KG
5247,Ingenieurbüro Elektroplanung
5248,Stadtwerke Lübz GmbH
5249,Ferienhäuser Plau am See GbR
5250,Maik Krüger
5251,Autos und Service Riedel GmbH
5252,Silke Neufeld
5253,Neubrandenburger Wohnungsgesellschaft mbH
5254,Autohaus Grützner GmbH
5255,Autohaus Woldegk GmbH
5256,Jan & Monique Heinemann & Robin Kersten Grundstücksverw.eGbR
5257,Fridolin Zeisler
5258,duesigen e.V
5259,Hotel Bornmühle GmbH & Co KG
5260,Henkel Solar
5261,Mathias Eggert
5262,Demminer Mühle
5263,AH Ferdinand Schultz
5264,JG-Bau GmbH
5265,Stadtwerke Demmin GmbH
5266,Gut Pohnstorf GmbH
5267,Ferienkontor Inh. Meike Ottlips
5268,Marina Eldenburg Thomas u. Steffen Schulz GbR
5269,Stadtwerke Waren GmbH
5270,"Schloss Torgelow, privates Internatsgymnasium Helge Lehmann KG"
5271,Mecklenburger Grundbesitzverwaltung
5272,Kühne GmbH
5273,L und K GmbH
5274,IT Service Sprafke
5275,René Herrmann e.K.
5276,GbR Florian und Verena Häggberg
5277,Gutshaus Lexow B. Buschow & P. Oldendorf GbR
5278,M. V. Müritz Vital GmbH
5279,Stadtwerke Malchow
5280,Eneco eMobility B.V.
5281,Ferien- und Tagungszentrum Alt Schweriner Werder GmbH & Co.KG
5282,Stadtwerke Neustrelitz GmbH
5283,Benjamin Scholtysik
5284,Auto-Kuhn oHG
5285,Veranstaltungsservice Dj Bart - Kleinunternehmen
5286,KUHNLE-TOURS GmbH
5287,Gemeinde Rechlin
5288,Kati Prager
5289,Bernd-Peter Rogatzki
5290,Peggy Sarodnik
5291,Seehotel Lichtenberg
5292,Heiko Spieker
5293,Stephan Müller-Cwielong
5294,Gut Grambow Fieldsports GmbH
5295,Alex Flindt
5296,GH Organisationsberatung
5297,Ihlenberger Abfallentsorgungsgesellschaft mbH
5298,Felix Koßow
5299,Stadtwerke Grevesmühlen GmbH
5300,Ingenieurbüro Regina Bertelsen
5301,enosys Recycling
5302,Windpark Kalkhorst Gmbh & Co KG
5303,"Kurverwaltung Ostseebad Boltenhagen, Eigenbetrieb"
5304,MANAGEMENT DER YACHTWELT WEISSE WIEK
5305,Christoph Behrends
5306,Stadtwerke Wismar GmbH
5307,Fritz Feldmann GmbH & Co. KG
5308,Awus mobile GmbH & Ko. KG
5309,Freizeit-Dorf-Mecklenburg UG
5310,Yvonne Nestler
5311,Seehotel am Neuklostersee (Seehotel Nalbach OHG)
5312,Daniel Henning
5313,Landhotel Schorssow GmbH & Co.KG
5314,FSN Autohaus GmbH & Co KG
5315,Hotel-Verwaltungs- GmbH PKHT
5316,Stadtwerke Teterow GmbH
5317,Landwirtschaftliches Lohnunternehmen Frank Tautorat
5318,Autohaus Lars Rosenkranz e. K.
5319,HTL Sellin
5320,Edda Wagner
5321,YARA Rostok GmbH & CoKG
5322,Hening Dierks
5323,Marian Matschke
5324,Bavaria Grundbesitz GmbH
5325,Marco Schröder
5326,auto-birne GmbH
5327,Thomas Lubeck
5328,Auto Birne GmbH
5329,Nutzfahrzeuge Bargeshagen GmbH
5330,"Strandschloss Arielle, Inh. Carlo Schmidt"
5331,Kühlungsborner Zimmervermittlung
5332,U. Giebel
5333,Backcharge GmbH
5334,Waldkrone
5335,SimplyCharge GmbH
5336,Susann & Stefan Lochner - Komm ans Meer GbR
5337,Dannenberg u. Zutz Green Energy GbR
5338,VW-Autohaus Neubukow GmbH
5339,IVECO Schütt
5340,Röwe Automobile GmbH Bützow
5341,B.u.V. Energiedienstleistungen
5342,Stadtwerke Güstrow GmbH
5343,Jörg Schwank
5344,Volker Dieckhoff
5345,Erich-Alexander Hinz e.K.
5346,David Böhler
5347,Henrik Ober-Sundermeier
5348,Van der Valk Resort Linstow GmbH
5349,Herrenhaus Friedrichshof UG
5350,Daniel  vichel
5351,David  Fidomski
5352,Vorpommersche Dorfstrasse e. V.
5353,Sparkasse Uecker-Randow
5354,Christian Justa
5355,Stadtwerke Pasewalk GmbH
5356,Stadt Strasburg (Uckermark)
5357,Volkswagen Service Torgelow/ Grützner GmbH
5358,Haffhus GmbH
5359,Stadt Seebad Ueckermünde
5360,"Gemeinde Altwarp über ""Amt am Stettiner Haff"""
5361,Michael Hannasky
5362,Torsten Sadewasser
5363,Grützner GmbH
5364,Gemeinde Ducherow über Amt Anklam Land
5365,Araliya Day Spa
5366,Hotel Balmer See GmbH
5367,Paul Bensemann
5368,E aktiv markt Frank Breinlinger e.K.
5369,Hotel Pension “Kirschstein”
5370,Usedom Bike Hotel Einzelunternehmen
5371,Waldhof Hotel GmbH & Co Investitions-KG
5372,Familien Wellness Hotel Seeklause
5373,Energie Vorpommern GmbH
5374,Erzbistum Berlin Begegnungsstätte St. Otto
5375,Thomas Hohnstein
5376,Stadtwerke Greifswald GmbH
5377,WITENO GmbH
5378,Sparkasse Vorpommern
5379,Ryck-Hotel
5380,SWS Energie GmbH
5381,Daniel Braasch
5382,Stadt Eggesin
5383,Blunck GmbH & CO.KG
5384,Stadtwerke Ribnitz-Damgarten GmbH
5385,Annett Brieskorn
5386,Autohaus Neu GmbH
5387,Horse Lake Ranch
5388,Christiane Bierwind
5389,Bernd Zaepernick
5390,Wöda Wöpkendorfer Agrar GmbH
5391,Kurverwaltung Ahrenshoop
5392,Hotel Blinkfüer Lohße G.b.R.www.hotel-blink
5393,STRANDPERLEN Ferien an der Ostsee GmbH
5394,TMP Planungsgesellschaft mbH
5395,Stadtwerke Barth GmbH
5396,Strandblick Immobilien und Verwaltungsservice GmbH
5397,Ökoblick AFL UG haftungsbeschränkt
5398,Carsten Wendt
5399,NaturStromGemeinschaft Irka und Dr. Axel Schulz
5400,Gut Darß HDS GmbH & Co. KG
5401,Musche Produktentwicklung
5402,Glawe Grunstücksverwaltung GbR
5403,Stralsunder Mineralölhandel & Transport Borbe
5404,Autohaus Dürkop GmbH
5405,Uhlenhaus Holding GmbH
5406,Natur-Energie-Technik GmbH & Co KG
5407,Oliver Reich
5408,Autohaus Hückstädt GmbH
5409,Golfpark Strelasund
5410,Gemeinde Sundhagen über Amt Miltzow
5411,Reinhold Hanne-Ebell
5412,Daniel Kasten
5413,Autohaus Abraham GmbH
5414,Zeibig Schloss Ranzow Betriebs GmbH
5415,Wieker Hotel & Gastronomie GmbH & Co. KG
5416,Rügen-Ferienhof GmbH & Co. KG
5417,biber GmbH
5418,Jan Heenemann
5419,Leo Winter
5420,J.u.H.Gotsch GbR
5421,Ferienhof-Rügen
5422,Westbridge Advisory GmbH
5423,PG Parkhaus Göhren GmbH
5424,R&R GmbH
5425,R&R Hotels & Villen Ralf Schlüter & Kerstin Zimmermann GbR
5426,Richard Evers
5427,F.X. Mayr Gesundheitszentrum Baabe
5428,Gemeinde Ostseebad Binz Eigenbetrieb Binzer Bucht Tourismus
5429,iSATT-GmbH
5430,Susanne Krüger e.K.
5431,N. & B. Alfter GbR
5432,Dorint GmbH
5433,"BS|ENERGY, Braunschweiger Versorgungs-AG & Co. KG"
5434,Baugenossenschaft Wiederaufbau eG
5435,Thomas Unger
5436,Autohaus Felske GmbH
5437,Thomas Geschke
5438,Lydia Physiotherapie
5439,Andreas Pies
5440,Jens Peter Remme
5441,Volkswagen Immobilien GmbH
5442,Ulrike Siemer
5443,Olaf Uhrbach
5444,"Volkswagen AG, Standort Braunschweig"
5445,Volim GmbH
5446,Volkswagen Immobilien Vermietgesellschaft für VW-/Audi-Händlerbetriebe mbH
5447,Autohaus Grassl
5448,Sportwagenvertrieb Harz Heide GmbH
5449,Marktplatz energie//effizient UG
5450,Marcellus Schmitt
5451,Voets Autozentrum GmbH
5452,Bernd Kleinhans
5453,Jan Zimmermann
5454,Stadtwerke Delmenhorst GmbH
5455,Lange GmbH & Co KG
5456,Phillip Bauersfeld
5457,Andree Rischmüller Einzelunternehmen
5458,Kai Braue
5459,Stadtwerke Emden GmbH
5460,"Hotel Deutsches Haus Ait van Dyken, Inh."
5461,Ostfriesische Beschäftigungs- und Wohnstätten GmbH
5462,Aktien Gesellschaft EMS
5463,Elektro Barth GmbH & Co. KG
5464,"Aktien-Gesellschaft ""EMS"""
5465,"Volkswagen AG, Werk Emden"
5466,Bruno Bruns GmbH
5467,Haus am Zingel
5468,Autohaus Tack
5469,Hotel Haus Wittwer
5470,Olegeno Oldenburger Energie-Genossenschaft eG
5471,Bernard Matthews Oldenburg GmbH
5472,Steinfeld
5473,Philpp Claus
5474,Jan Hrudnik
5475,Autohaus Hofstadt
5476,Kai Engeln
5477,TGO Besitz GmbH & Co. KG
5478,aktiv und irma Verbrauchermarkt GmbH
5479,Thomas Gronemeyer
5480,AVIA Plus Weser Ems GmbH
5481,Goldschmaus Gruppe
5482,Volkswagen Zentrum Oldenburg GmbH
5483,Westenergie Metering GmbH
5484,Osnabrücker Parkstätten-Betriebsgesellschaft mbH
5485,Lengermann & Trieschmann Grundbesitz GmbH
5486,Ladesäulen L&T Parkhaus
5487,O. Schneider Besitz GmbH
5488,Corlex GmbH
5489,Pathfinder - Einzelfirma - Freiberuflich
5490,the Farmhouse No. 50 GmbH
5491,Kai Brake
5492,PZ Sportwagenzentrum Osnabrück GmbH
5493,comfuse GmbH
5494,Ralf Siepe
5495,Autohaus Walkenhorst GmbH
5496,Uwe Piepmeier
5497,SAD GmbH & Co.KG
5498,Osterburg Zahntechnik GmbH
5499,Rene Brosig
5500,Sven Scharfscheer
5501,Auto Deters GmbH & Co. KG
5502,Stefan Kohlmann
5503,Vincent Vallo
5504,SWO Mobil GmbH
5505,DIOSNA Dierks u. Söhne GmbH
5506,"Kerstin Meyer-Leive, Unternehmensberatung"
5507,Heinrich Becker GmbH
5508,WEVG Salzgitter GmbH &Co. KG
5509,Wirelane Public I GmbH
5510,Autohaus Strube GmbH
5511,Autohaus Hilgert GmbH
5512,Frank Dettmering
5513,Avacon AG
5514,"Volkswagen AG, Werk Salzgitter"
5515,Auto-Ludwig Salzgitter GmbH
5516,Alstom Transport Deutschland GmbH
5517,Florian Stalke
5518,Apart-Hotel Seenelke
5519,Nordseehotel Wilhelmshaven
5520,ServiceWohnen WHV GmbH
5521,Christian Warrings
5522,Stadtwerke Wilhelmshaven GmbH
5523,TCB Handels UG (haftungsbeschränkt)
5524,H+S Logistik
5525,Matthias  Topel
5526,Rebekka Liebert
5527,Volksbank Wilhelmshaven eG
5528,PZT GmbH
5529,LSW Energie GmbH & Co. KG
5530,Volkswagen AG - Werk Wolfsburg
5531,Goldammer GmbH
5532,BD APARTMENT GMBH
5533,Brose Sitech GmbH
5534,Stefan Knabe
5535,Hausverwaltung Schubert
5536,ASKOM DIGITAL GmbH & Co.KG
5537,Vertriebsberatung Tobias Karger
5538,Cubos
5539,Mendtrup Pflegedienst
5540,Patrick Brosch
5541,Schubert Motors GmbH
5542,Markus  Arndt
5543,Koller GmbH u.CO kG
5544,Hohenhövel Immobilien GmbH & Co. KG
5545,RHG Raiffeisen-Handels-GmbHa
5546,Ammerland Golf-Resort Bad Zwischenahn GmbH & Co. KG
5547,Gemeinde Bad Zwischenahn
5548,Matthias Heister
5549,e-wie-elektrisch
5550,"Hotel Bad Zwischenahn, A.&D.Warmerdam GbR."
5551,"Hotel Am Badepark, A.&D.Warmerdam GbR."
5552,"Hotel Amsterdam, A. & D. Warmerdam GbR"
5553,Autohaus Hoppe & Oppotsch GmbH
5554,Tobias Bayrhammer
5555,Torsten Wilters
5556,Ulfert Bayrhammer
5557,Autohaus Elstermann GmbH
5558,Bernhard  Schulte
5559,Klaus Blaser
5560,Martin Tenbrock
5561,Sebastian Hoffbuhr
5562,Autoteile Niemann
5563,Autohaus Kock GmbH & Co KG
5564,GO Trend GmbH
5565,Darius Nowak
5566,Heike Bruns
5567,Timo Horstmeyer
5568,Hotel Voss GmbH
5569,Jannik Stulken
5570,Martin Roesch
5571,Niko Jacob
5572,Rainer  Drieling
5573,Thomas Kosolowski
5574,Werner Haase
5575,H.Oeltjenbruns GmbH
5576,Henry Wolkenhauer GmbH
5577,HOTS automation Einzelunternehmen
5578,Store + Charge GmbH
5579,TEKMO
5580,KTC Vermögensverwaltung UG (haftungsbeschränkt)
5581,Wirtschaftsbetriebe der Stadt Norden GmbH
5582,Hartmut und Thomas Smid GbR
5583,ACN Autocenter Norden GmbH
5584,Stefan Hickele
5585,Siebo Freese
5586,Stadtwerke Norderney GmbH
5587,Koord Weege
5588,Ramon Schmidt
5589,Hotel Stadt Aurich GmbH
5590,Matthias Friedel
5591,Reifen- und Kfz-Service Goes GmbH & Co. KG
5592,Jörg Martens
5593,JR Entertainment GmbH & Co. KG
5594,Niko Linnemann
5595,Thomas Voß
5596,Ladepark WATT flink
5597,Bruno Reints
5598,Dirk Wilken
5599,Else Blasche
5600,Tobias Rehermann
5601,Lorenz Hotels GmbH
5602,Windpark Petjenburg
5603,Ekowind
5604,Heino Armbrecht
5605,Johannes Booken
5606,Naturwert Hotel garni Ursula
5607,Thorsten Roß
5608,Peter Koitka
5609,Stefan Woltmann
5610,Uffen Elektrotechnik GmbH & Co. KG
5611,SVO Vertrieb GmbH
5612,Stadtwerke Celle GmbH
5613,Autohaus Schmidt & Söhne GmbH & Co. KG
5614,Celler Parkbetriebe GmbH
5615,Fürstenhof Hotel Gesellschaft mbH
5616,Frank Sadowski
5617,Fritz Thomas GmbH & Co. KG Automobile
5618,Auto Marhenke GmbH u. Co KG
5619,AHG Marhenke Automobil Handels GmbH u. Co KG
5620,Autohaus Fischer GmbH
5621,Celler Tor OHG
5622,Landhaus Averbeck OHG
5623,Henning Ehlers
5624,Architektenbüro Bissingen
5625,Gemeinde Winsen (Aller)
5626,Waltersbacher Immobilien GmbH & Co. KG
5627,Peter  Hildebrandt
5628,Gemeinde Hambühren
5629,Gemeinde Suedheide
5630,Gemeinde Wietze
5631,DREWSEN SPEZIALPAPIERE GmbH & Co. KG
5632,Autohaus Lübbe GmbH
5633,Samtgemeinde Wathlingen
5634,Henriette Menzel
5635,Bürgerenergie Aller-Fuhse-Aue eG
5636,Lothar Geyer
5637,Hotel TraumzeitHof Jürgen und Christine Reimer GbR
5638,Marcus Lehmann
5639,Sascha Jacobi
5640,Sebastian Pfeffer
5641,Viktor Weiß
5642,Fahrschule Michaelis
5643,Hendrik Surborg
5644,Björn Herold
5645,STAHLTOWER I ABSEITS
5646,GS Die Genossenschaft eG
5647,Waldgasthof Schöning
5648,Gasthof zur Linde
5649,Fedorenko  Evgeny
5650,Baumarkt W. Immken GmbH & Co.KG
5651,Sergej Eirich
5652,Ludger Elberfeld GmbH
5653,Rainer Behrens
5654,Eva Büsing und Marco Büsing PV  GbR
5655,Karl Krull
5656,Lutz Richter
5657,Gerd Dumstorff
5658,Thomas Plaggenborg
5659,Gestüt Sprehe
5660,Frank Hillenhinrichs
5661,Wernsing Feinkost GmbH
5662,Autohaus Eckert
5663,Autohaus Klaus Hörsting ek
5664,Josef Wernke GmbH EG-Schlacht- und Zerlegebetrieb
5665,Schottenpreis GmbH
5666,Herbert Stolze
5667,Willi Wewer e.K.
5668,Enrico Lanfer
5669,Marc Lohmann
5670,Magda Kühling
5671,WPH ImmoBau GmbH
5672,Agon Büro I GmbH & Co. KG
5673,B&K Deutschland GmbH
5674,HoBohTec GmbH
5675,Autohaus H. Janßen GmbH
5676,Frank Witten
5677,Hildegard  Frerichs
5678,Franz Högemann Schnelllader
5679,Knoop & Söhne GmbH & Co. KG
5680,Autohaus Heinemann Gbr
5681,Christoph Richter
5682,Ewald Wölk
5683,Oliver Lendzian
5684,Valentin Schaumlöffel
5685,VisuExpert Automatisierungstechnik eK
5686,Gemeinde Emstek
5687,August Jaeger Nachf. GmbH & Co. KG
5688,WH mobility
5689,Autohaus Bernhard Essing GmbH
5690,Cappelner Tiefkühlfeinkost Produktions GmbH
5691,W&M Apparatebau GmbH
5692,David Mählmann
5693,Frank Seidel
5694,Grüne Leuchte GmbH & Co.KG
5695,Otto Kuper Bau GmbH
5696,F&F PV GbR
5697,Simon Benkens
5698,Samtgemeinde Hemmoor
5699,Team Tankstelle Dörte Johannsen e.K.
5700,Autohaus Manikowski Otterndorf GmbH & Co.KG
5701,Nils Effenberger
5702,Stadtsparkasse Cuxhaven
5703,Hans-Jürgen Brikey
5704,Autohaus W.Manikowski Cuxhaven KG
5705,Melanie Stickel e. Kfr.
5706,Autohaus Bütje GmbH
5707,Hotel-Restaurant Wattenkieker GbR
5708,Strandhotel Duhnen / Aparthotel Kamp Kristian Kamp e. K.
5709,Arne Gade
5710,Lutz Hänel
5711,Autohaus Karl Vetter
5712,Fabian Goiny
5713,Photovoltaik Holstein
5714,BÄKO Bremerhaven Bäcker- und Konditorengenossenschaft eG
5715,Grüning Automobile
5716,Frank Tietjen
5717,Autohaus Liebtrau&Sohn Steil u. Sohn GmbH u. Co. KG
5718,Silas Rätzke von Stoyentin
5719,Autohaus Busch
5720,Tobias Wagner
5721,Ihno Zok
5722,Bösehof Hotelbetriebs GmbH
5723,Jens Dumond
5724,Frank-Christian Lehmann
5725,Jana Richter
5726,Autohaus Küver GmbH
5727,Landhaus Wremer Deel
5728,Torque Netzwerk GbR
5729,Sönke Kück
5730,Iris Burghardt
5731,Sebastian Lotz
5732,Kai Bollmann
5733,Autohaus Louis Wessel GmbH & Co.KG
5734,Holger Theek
5735,Jantzon & Hocke KG
5736,Autohaus Südring GmbH
5737,Martin Bavendiek
5738,Rehling Arbeitssicherheit GmbH
5739,Torsten Gerk
5740,Jürgen Bolte
5741,PaGa Hotel-Restaurant Ehrenburg
5742,Autohaus Hartmut Wirth e.K.
5743,Landhaus Wachendorf Inhaber Heinrich Wachendorf
5744,Samtgemeinde Bruchhausen-Vilsen
5745,Marcus Tamme
5746,Stadtwerke Winsen (Luhe) GmbH
5747,Nicole Mattausch
5748,eCharge
5749,Christian Seedig
5750,Taxi Neuhaus GmbH & Co.
5751,Albert Voigt Reinigung-Systeme GmbH
5752,Christian Suhling
5753,Denis Müller
5754,Autohaus Brandt Stuhr GmbH
5755,Famila-Warenhaus Hannover GmbH & Co. KG
5756,Egon Ruhe
5757,Joern Weidner
5758,Martina Goede
5759,Peter Kodytek
5760,Stadtwerke EVB Huntetal GmbH
5761,Real Estate GmbH
5762,REAL ESTATE Dienstleistungsgesellschaft Meyer mbH
5763,Heinrich Meyer
5764,Maria - Theresia Böckermann
5765,Ursula Bredemeier
5766,Keese Hotelbewirtschaftungs- u. Immobiliendienstleistungs- GmbH
5767,Sven Hohendahl
5768,Frank Roski
5769,Autohaus Kaub
5770,Stephan Lemke Immobilien GmbH & Co. KG
5771,Strathmann Industrie- & Haustechnik GmbH & Co. KG
5772,Wittkötter Automobile GmbH & Co.KG
5773,TB Energie GmbH
5774,Heinz Sanders GmbH
5775,Kedi Hotel Papenburg GmbH & Co KG
5776,Edelkamp Gartencenter Gmbh
5777,Steuerberater Andreas Schmitz
5778,Aissenguil Bougiouklou
5779,Andre Ploeger
5780,Reinhold FRANZ
5781,Versicherungsbüro Jannsen
5782,Tom Schulz
5783,Solarkraftwerk Dörpen KG
5784,Abel Dionizio De Carvalho Freitas
5785,SONOVUS GmbH
5786,Feldmann GmbH
5787,Gemeinde Rhede
5788,S&H Tiefkühlfeinkost Produktions GmbHsh
5789,KFZ Gerdes Gmbh ß Co Kg
5790,Pflege up Land
5791,Stefan Schmits
5792,Josef Wilken
5793,Maschinenfabrik Bernard Krone GmbH & Co. KG
5794,Christian Rohde
5795,Hoffrogge GmbH & CoKG
5796,Sara Wallmeyer
5797,Thorsten Bogon
5798,Raiffeisen-Warengenossenschaft Emsland-Süd eG
5799,EMT2 GmbH
5800,Stadtwerke Schüttorf - Emsbüren GmbH
5801,Emsflower GmbH
5802,Gartenwelt Emsbüren GmbH
5803,Tekton Bending
5804,nvb Nordhorner Versorgungsbetriebe GmbH
